cod;nome;período;valor;populacao
15.0;PA;2008;2860.0;7321493.0
15.0;PA;2009;2989.0;7397238.0
15.0;PA;2010;3521.0;7581051.0
15.0;PA;2011;3073.0;7688593.0
15.0;PA;2012;3236.0;7792561.0
15.0;PA;2013;3405.0;7969654.0
15.0;PA;2014;3446.0;8073924.0
15.0;PA;2015;3675.0;8175113.0
15.0;PA;2016;4223.0;8272724.0
15.0;PA;2017;4575.0;8366628.0
15.0;PA;2018;4528.0;8513497.0
15.0;PA;2019;3405.0;8602865.0
15.0;PA;2020;2809.0;8690745.0
15.0;PA;2021;2847.0;8777124.0
15.0;PA;2022;2901.0;8120131.0
15.0;PA;2023;2542.0;8120131.0
;PA;2024;;8664306.0
;PA;2025;;8711196.0
25.0;PB;1989;461.0;
25.0;PB;1990;440.0;
25.0;PB;1991;401.0;3201324.0
25.0;PB;1992;355.0;3229163.0
25.0;PB;1993;365.0;3274323.0
25.0;PB;1994;385.0;3307583.0
25.0;PB;1995;457.0;3340018.0
25.0;PB;1996;636.0;3305616.0
25.0;PB;1997;492.0;3331673.0
25.0;PB;1998;455.0;3353624.0
25.0;PB;1999;403.0;3375609.0
25.0;PB;2000;507.0;3444794.0
25.0;PB;2001;484.0;3468594.0
25.0;PB;2002;607.0;3494893.0
25.0;PB;2003;616.0;3518595.0
25.0;PB;2004;675.0;3568350.0
25.0;PB;2005;745.0;3595886.0
25.0;PB;2006;825.0;3623215.0
25.0;PB;2007;864.0;3641397.0
25.0;PB;2008;1029.0;3742606.0
25.0;PB;2009;1263.0;3769977.0
25.0;PB;2010;1455.0;3766528.0
25.0;PB;2011;1614.0;3791315.0
25.0;PB;2012;1525.0;3815171.0
25.0;PB;2013;1551.0;3914421.0
25.0;PB;2014;1551.0;3943885.0
25.0;PB;2015;1522.0;3972202.0
25.0;PB;2016;1355.0;3999415.0
25.0;PB;2017;1341.0;4025558.0
25.0;PB;2018;1244.0;3996496.0
25.0;PB;2019;953.0;4018127.0
25.0;PB;2020;1141.0;4039277.0
25.0;PB;2021;1144.0;4059905.0
25.0;PB;2022;1105.0;3974687.0
25.0;PB;2023;1079.0;3974687.0
;PB;2024;;4145040.0
;PB;2025;;4164468.0
26.0;PE;1989;2553.0;
26.0;PE;1990;2742.0;
26.0;PE;1991;2944.0;7127956.0
26.0;PE;1992;2531.0;7187355.0
26.0;PE;1993;2763.0;7295118.0
26.0;PE;1994;2593.0;7371110.0
26.0;PE;1995;2706.0;7445216.0
26.0;PE;1996;3022.0;7399071.0
26.0;PE;1997;3713.0;7466773.0
26.0;PE;1998;4423.0;7523755.0
26.0;PE;1999;4217.0;7580826.0
26.0;PE;2000;4290.0;7929153.0
26.0;PE;2001;4710.0;8008207.0
26.0;PE;2002;4396.0;8084667.0
26.0;PE;2003;4517.0;8161862.0
26.0;PE;2004;4174.0;8323911.0
26.0;PE;2005;4330.0;8413593.0
26.0;PE;2006;4472.0;8502603.0
26.0;PE;2007;4557.0;8486638.0
26.0;PE;2008;4446.0;8734194.0
26.0;PE;2009;3963.0;8810256.0
26.0;PE;2010;3473.0;8796448.0
26.0;PE;2011;3471.0;8864906.0
26.0;PE;2012;3327.0;8931028.0
26.0;PE;2013;3124.0;9208550.0
26.0;PE;2014;3358.0;9277727.0
26.0;PE;2015;3847.0;9345173.0
26.0;PE;2016;4447.0;9410336.0
26.0;PE;2017;5419.0;9473266.0
26.0;PE;2018;4190.0;9496294.0
26.0;PE;2019;3474.0;9557071.0
26.0;PE;2020;3786.0;9616621.0
26.0;PE;2021;3439.0;9674793.0
26.0;PE;2022;3409.0;9058931.0
26.0;PE;2023;3698.0;9056843.0
;PE;2024;;9539029.0
;PE;2025;;9562007.0
22.0;PI;1989;142.0;
22.0;PI;1990;109.0;
22.0;PI;1991;103.0;2582075.0
22.0;PI;1992;92.0;2610476.0
22.0;PI;1993;117.0;2657415.0
22.0;PI;1994;99.0;2691615.0
22.0;PI;1995;114.0;2724967.0
22.0;PI;1996;117.0;2673085.0
22.0;PI;1997;142.0;2695876.0
22.0;PI;1998;140.0;2714999.0
22.0;PI;1999;133.0;2734152.0
22.0;PI;2000;230.0;2843427.0
22.0;PI;2001;262.0;2873010.0
22.0;PI;2002;308.0;2898223.0
22.0;PI;2003;298.0;2923725.0
22.0;PI;2004;327.0;2977259.0
22.0;PI;2005;368.0;3006885.0
22.0;PI;2006;418.0;3036290.0
22.0;PI;2007;383.0;3032435.0
22.0;PI;2008;361.0;3119697.0
22.0;PI;2009;385.0;3145325.0
22.0;PI;2010;411.0;3118360.0
22.0;PI;2011;440.0;3140328.0
22.0;PI;2012;525.0;3160748.0
22.0;PI;2013;598.0;3184166.0
22.0;PI;2014;717.0;3194718.0
22.0;PI;2015;650.0;3204028.0
22.0;PI;2016;701.0;3212180.0
22.0;PI;2017;626.0;3219257.0
22.0;PI;2018;619.0;3264531.0
22.0;PI;2019;569.0;3273227.0
22.0;PI;2020;674.0;3281480.0
22.0;PI;2021;766.0;3289290.0
22.0;PI;2022;794.0;3271199.0
22.0;PI;2023;725.0;3271199.0
;PI;2024;;3375646.0
;PI;2025;;3384547.0
41.0;PR;1989;1112.0;
41.0;PR;1990;1167.0;
41.0;PR;1991;1225.0;8448620.0
41.0;PR;1992;1092.0;8511279.0
41.0;PR;1993;1237.0;8587901.0
41.0;PR;1994;1260.0;8651138.0
41.0;PR;1995;1387.0;8712805.0
41.0;PR;1996;1379.0;9003804.0
41.0;PR;1997;1581.0;9142215.0
41.0;PR;1998;1625.0;9258813.0
41.0;PR;1999;1706.0;9375592.0
41.0;PR;2000;1789.0;9564643.0
41.0;PR;2001;2052.0;9694709.0
41.0;PR;2002;2266.0;9798006.0
41.0;PR;2003;2555.0;9906866.0
41.0;PR;2004;2826.0;10135388.0
41.0;PR;2005;2977.0;10261856.0
41.0;PR;2006;3098.0;10387378.0
41.0;PR;2007;3105.0;10284503.0
41.0;PR;2008;3445.0;10590169.0
41.0;PR;2009;3698.0;10686247.0
41.0;PR;2010;3586.0;10444526.0
41.0;PR;2011;3376.0;10512349.0
41.0;PR;2012;3489.0;10577755.0
41.0;PR;2013;2936.0;10997465.0
41.0;PR;2014;2980.0;11081692.0
41.0;PR;2015;2936.0;11163018.0
41.0;PR;2016;3080.0;11242720.0
41.0;PR;2017;2759.0;11320892.0
41.0;PR;2018;2443.0;11348937.0
41.0;PR;2019;2095.0;11433957.0
41.0;PR;2020;2281.0;11516840.0
41.0;PR;2021;2348.0;11597484.0
41.0;PR;2022;2600.0;11444380.0
41.0;PR;2023;2215.0;11444380.0
;PR;2024;;11824665.0
;PR;2025;;11890517.0
33.0;RJ;1989;4290.0;
33.0;RJ;1990;7101.0;
33.0;RJ;1991;5055.0;12807197.0
33.0;RJ;1992;4536.0;12916705.0
33.0;RJ;1993;5367.0;13065279.0
33.0;RJ;1994;6420.0;13182301.0
33.0;RJ;1995;8218.0;13296419.0
33.0;RJ;1996;8034.0;13406308.0
33.0;RJ;1997;7954.0;13555657.0
33.0;RJ;1998;7573.0;13681410.0
33.0;RJ;1999;7261.0;13807358.0
33.0;RJ;2000;7350.0;14392106.0
33.0;RJ;2001;7362.0;14558545.0
33.0;RJ;2002;8335.0;14724475.0
33.0;RJ;2003;8115.0;14879118.0
33.0;RJ;2004;7731.0;15203750.0
33.0;RJ;2005;7408.0;15383407.0
33.0;RJ;2006;7389.0;15561720.0
33.0;RJ;2007;6551.0;15420450.0
33.0;RJ;2008;5662.0;15872362.0
33.0;RJ;2009;5365.0;16010429.0
33.0;RJ;2010;5667.0;15989929.0
33.0;RJ;2011;4781.0;16112678.0
33.0;RJ;2012;4772.0;16231365.0
33.0;RJ;2013;5111.0;16369179.0
33.0;RJ;2014;5718.0;16461173.0
33.0;RJ;2015;5067.0;16550024.0
33.0;RJ;2016;6053.0;16635996.0
33.0;RJ;2017;6416.0;16718956.0
33.0;RJ;2018;6455.0;17159960.0
33.0;RJ;2019;3552.0;17264943.0
33.0;RJ;2020;4831.0;17366189.0
33.0;RJ;2021;4693.0;17463349.0
33.0;RJ;2022;3762.0;16055174.0
33.0;RJ;2023;4291.0;16055174.0
;RJ;2024;;17219679.0
;RJ;2025;;17223547.0
24.0;RN;1989;236.0;
24.0;RN;1990;200.0;
24.0;RN;1991;219.0;2415077.0
24.0;RN;1992;199.0;2448267.0
24.0;RN;1993;243.0;2503463.0
24.0;RN;1994;211.0;2543397.0
24.0;RN;1995;247.0;2582339.0
24.0;RN;1996;241.0;2558660.0
24.0;RN;1997;235.0;2594340.0
24.0;RN;1998;222.0;2624397.0
24.0;RN;1999;224.0;2654501.0
24.0;RN;2000;257.0;2777509.0
24.0;RN;2001;322.0;2815244.0
24.0;RN;2002;299.0;2852784.0
24.0;RN;2003;405.0;2888058.0
24.0;RN;2004;344.0;2962107.0
24.0;RN;2005;406.0;3003087.0
24.0;RN;2006;455.0;3043760.0
24.0;RN;2007;589.0;3013740.0
24.0;RN;2008;714.0;3106430.0
24.0;RN;2009;800.0;3137541.0
24.0;RN;2010;810.0;3168027.0
24.0;RN;2011;1054.0;3198657.0
24.0;RN;2012;1124.0;3228198.0
24.0;RN;2013;1447.0;3373959.0
24.0;RN;2014;1602.0;3408510.0
24.0;RN;2015;1545.0;3442175.0
24.0;RN;2016;1854.0;3474998.0
24.0;RN;2017;2203.0;3507003.0
24.0;RN;2018;1825.0;3479010.0
24.0;RN;2019;1346.0;3506853.0
24.0;RN;2020;1406.0;3534165.0
24.0;RN;2021;1179.0;3560903.0
24.0;RN;2022;1167.0;3302729.0
24.0;RN;2023;955.0;3302729.0
;RN;2024;;3446071.0
;RN;2025;;3455236.0
11.0;RO;1989;490.0;
11.0;RO;1990;555.0;
11.0;RO;1991;491.0;1133265.0
11.0;RO;1992;395.0;1190739.0
11.0;RO;1993;498.0;1241693.0
11.0;RO;1994;399.0;1291214.0
11.0;RO;1995;330.0;1339507.0
11.0;RO;1996;301.0;1229306.0
11.0;RO;1997;355.0;1255522.0
11.0;RO;1998;494.0;1276173.0
11.0;RO;1999;432.0;1296856.0
11.0;RO;2000;466.0;1380952.0
11.0;RO;2001;573.0;1407886.0
11.0;RO;2002;615.0;1431777.0
11.0;RO;2003;566.0;1455907.0
11.0;RO;2004;563.0;1562085.0
11.0;RO;2005;555.0;1534594.0
11.0;RO;2006;585.0;1562417.0
11.0;RO;2007;432.0;1453756.0
11.0;RO;2008;480.0;1493566.0
11.0;RO;2009;538.0;1503928.0
11.0;RO;2010;546.0;1562409.0
11.0;RO;2011;450.0;1576455.0
11.0;RO;2012;526.0;1590011.0
11.0;RO;2013;483.0;1728214.0
11.0;RO;2014;578.0;1748531.0
11.0;RO;2015;600.0;1768204.0
11.0;RO;2016;703.0;1787279.0
11.0;RO;2017;554.0;1805788.0
11.0;RO;2018;476.0;1757589.0
11.0;RO;2019;447.0;1777225.0
11.0;RO;2020;456.0;1796460.0
11.0;RO;2021;536.0;1815278.0
11.0;RO;2022;601.0;1581196.0
11.0;RO;2023;552.0;1581196.0
;RO;2024;;1746227.0
;RO;2025;;1751950.0
14.0;RR;1989;113.0;
14.0;RR;1990;127.0;
14.0;RR;1991;79.0;217583.0
14.0;RR;1992;95.0;228749.0
14.0;RR;1993;69.0;241099.0
14.0;RR;1994;78.0;251783.0
14.0;RR;1995;87.0;262201.0
14.0;RR;1996;107.0;247131.0
14.0;RR;1997;90.0;254499.0
14.0;RR;1998;134.0;260705.0
14.0;RR;1999;154.0;266922.0
14.0;RR;2000;130.0;324397.0
14.0;RR;2001;108.0;337237.0
14.0;RR;2002;122.0;346871.0
14.0;RR;2003;106.0;357302.0
14.0;RR;2004;85.0;381896.0
14.0;RR;2005;95.0;391317.0
14.0;RR;2006;111.0;403344.0
14.0;RR;2007;116.0;395725.0
14.0;RR;2008;105.0;412783.0
14.0;RR;2009;118.0;421499.0
14.0;RR;2010;121.0;450479.0
14.0;RR;2011;95.0;460165.0
14.0;RR;2012;144.0;469524.0
14.0;RR;2013;214.0;488072.0
14.0;RR;2014;158.0;496936.0
14.0;RR;2015;203.0;505665.0
14.0;RR;2016;204.0;514229.0
14.0;RR;2017;248.0;522636.0
14.0;RR;2018;414.0;576568.0
14.0;RR;2019;234.0;605761.0
14.0;RR;2020;237.0;631181.0
14.0;RR;2021;258.0;652713.0
14.0;RR;2022;231.0;636707.0
14.0;RR;2023;219.0;636707.0
;RR;2024;;716793.0
;RR;2025;;738772.0
43.0;RS;1989;1561.0;
43.0;RS;1990;1704.0;
43.0;RS;1991;1694.0;9138463.0
43.0;RS;1992;1570.0;9249199.0
43.0;RS;1993;1177.0;9370531.0
43.0;RS;1994;1334.0;9475871.0
43.0;RS;1995;1439.0;9578597.0
43.0;RS;1996;1482.0;9634688.0
43.0;RS;1997;1648.0;9762110.0
43.0;RS;1998;1524.0;9866928.0
43.0;RS;1999;1533.0;9971910.0
43.0;RS;2000;1668.0;10187842.0
43.0;RS;2001;1854.0;10309819.0
43.0;RS;2002;1912.0;10408540.0
43.0;RS;2003;1908.0;10510992.0
43.0;RS;2004;1982.0;10726063.0
43.0;RS;2005;2021.0;10845087.0
43.0;RS;2006;1983.0;10963219.0
43.0;RS;2007;2199.0;10582887.0
43.0;RS;2008;2380.0;10855214.0
43.0;RS;2009;2242.0;10914128.0
43.0;RS;2010;2085.0;10693929.0
43.0;RS;2011;2077.0;10733030.0
43.0;RS;2012;2382.0;10770603.0
43.0;RS;2013;2322.0;11164043.0
43.0;RS;2014;2724.0;11207274.0
43.0;RS;2015;2944.0;11247972.0
43.0;RS;2016;3225.0;11286500.0
43.0;RS;2017;3316.0;11322895.0
43.0;RS;2018;2699.0;11329605.0
43.0;RS;2019;2184.0;11377239.0
43.0;RS;2020;2094.0;11422973.0
43.0;RS;2021;1889.0;11466630.0
43.0;RS;2022;1964.0;10882965.0
43.0;RS;2023;1981.0;10882965.0
;RS;2024;;11229915.0
;RS;2025;;11233263.0
42.0;SC;1989;354.0;
42.0;SC;1990;388.0;
42.0;SC;1991;355.0;4542048.0
42.0;SC;1992;361.0;4614268.0
42.0;SC;1993;371.0;4697277.0
42.0;SC;1994;346.0;4767826.0
42.0;SC;1995;420.0;4836624.0
42.0;SC;1996;412.0;4875244.0
42.0;SC;1997;423.0;4958339.0
42.0;SC;1998;414.0;5028339.0
42.0;SC;1999;385.0;5098448.0
42.0;SC;2000;433.0;5357862.0
42.0;SC;2001;477.0;5448736.0
42.0;SC;2002;585.0;5527707.0
42.0;SC;2003;670.0;5607233.0
42.0;SC;2004;638.0;5774178.0
42.0;SC;2005;633.0;5866568.0
42.0;SC;2006;666.0;5958266.0
42.0;SC;2007;632.0;5866487.0
42.0;SC;2008;802.0;6052587.0
42.0;SC;2009;820.0;6118743.0
42.0;SC;2010;823.0;6248436.0
42.0;SC;2011;811.0;6317054.0
42.0;SC;2012;821.0;6383286.0
42.0;SC;2013;789.0;6634254.0
42.0;SC;2014;905.0;6727148.0
42.0;SC;2015;957.0;6819190.0
42.0;SC;2016;984.0;6910553.0
42.0;SC;2017;1066.0;7001161.0
42.0;SC;2018;843.0;7075494.0
42.0;SC;2019;767.0;7164788.0
42.0;SC;2020;732.0;7252502.0
42.0;SC;2021;712.0;7338473.0
42.0;SC;2022;671.0;7610361.0
42.0;SC;2023;658.0;7610361.0
;SC;2024;;8058441.0
;SC;2025;;8187029.0
28.0;SE;1989;139.0;
28.0;SE;1990;151.0;
28.0;SE;1991;317.0;1491878.0
28.0;SE;1992;461.0;1515142.0
28.0;SE;1993;312.0;1551633.0
28.0;SE;1994;344.0;1578782.0
28.0;SE;1995;255.0;1605257.0
28.0;SE;1996;238.0;1624020.0
28.0;SE;1997;190.0;1657164.0
28.0;SE;1998;175.0;1684953.0
28.0;SE;1999;329.0;1712786.0
28.0;SE;2000;410.0;1784829.0
28.0;SE;2001;518.0;1817301.0
28.0;SE;2002;556.0;1846039.0
28.0;SE;2003;469.0;1874613.0
28.0;SE;2004;454.0;1934596.0
28.0;SE;2005;487.0;1967791.0
28.0;SE;2006;585.0;2000738.0
28.0;SE;2007;522.0;1939426.0
28.0;SE;2008;555.0;1999374.0
28.0;SE;2009;653.0;2019679.0
28.0;SE;2010;676.0;2068017.0
28.0;SE;2011;731.0;2089819.0
28.0;SE;2012;879.0;2110867.0
28.0;SE;2013;965.0;2195662.0
28.0;SE;2014;1097.0;2219574.0
28.0;SE;2015;1303.0;2242937.0
28.0;SE;2016;1465.0;2265779.0
28.0;SE;2017;1313.0;2288116.0
28.0;SE;2018;1133.0;2278308.0
28.0;SE;2019;973.0;2298696.0
28.0;SE;2020;981.0;2318822.0
28.0;SE;2021;790.0;2338474.0
28.0;SE;2022;770.0;2210004.0
28.0;SE;2023;698.0;2210004.0
;SE;2024;;2291077.0
;SE;2025;;2299425.0
35.0;SP;1989;9179.0;
35.0;SP;1990;9503.0;
35.0;SP;1991;9685.0;31588794.0
35.0;SP;1992;9116.0;32126058.0
35.0;SP;1993;9224.0;32701353.0
35.0;SP;1994;9981.0;33206755.0
35.0;SP;1995;11555.0;33699614.0
35.0;SP;1996;12320.0;34119110.0
35.0;SP;1997;12537.0;34752225.0
35.0;SP;1998;13986.0;35284072.0
35.0;SP;1999;15763.0;35816740.0
35.0;SP;2000;15591.0;37035455.0
35.0;SP;2001;15773.0;37630106.0
35.0;SP;2002;14526.0;38177742.0
35.0;SP;2003;14048.0;38709320.0
35.0;SP;2004;11336.0;39825226.0
35.0;SP;2005;8870.0;40442795.0
35.0;SP;2006;8377.0;41055734.0
35.0;SP;2007;6437.0;39827690.0
35.0;SP;2008;6332.0;41011635.0
35.0;SP;2009;6557.0;41384039.0
35.0;SP;2010;6039.0;41262199.0
35.0;SP;2011;5842.0;41587182.0
35.0;SP;2012;6566.0;41901219.0
35.0;SP;2013;6035.0;43663669.0
35.0;SP;2014;6185.0;44035304.0
35.0;SP;2015;5427.0;44396484.0
35.0;SP;2016;4870.0;44749699.0
35.0;SP;2017;4631.0;45094866.0
35.0;SP;2018;3727.0;45538936.0
35.0;SP;2019;3361.0;45919049.0
35.0;SP;2020;3396.0;46289333.0
35.0;SP;2021;3094.0;46649132.0
35.0;SP;2022;3212.0;44411238.0
35.0;SP;2023;3043.0;44411238.0
;SP;2024;;45973194.0
;SP;2025;;46081801.0
17.0;TO;1989;63.0;
17.0;TO;1990;54.0;
17.0;TO;1991;92.0;918400.0
17.0;TO;1992;67.0;946604.0
17.0;TO;1993;93.0;970259.0
17.0;TO;1994;109.0;990760.0
17.0;TO;1995;77.0;1007041.0
17.0;TO;1996;126.0;1048642.0
17.0;TO;1997;112.0;1080753.0
17.0;TO;1998;129.0;1107803.0
17.0;TO;1999;137.0;1134895.0
17.0;TO;2000;176.0;1157690.0
17.0;TO;2001;212.0;1184895.0
17.0;TO;2002;170.0;1207014.0
17.0;TO;2003;204.0;1230181.0
17.0;TO;2004;198.0;1262644.0
17.0;TO;2005;190.0;1305728.0
17.0;TO;2006;229.0;1332441.0
17.0;TO;2007;226.0;1243627.0
17.0;TO;2008;237.0;1280509.0
17.0;TO;2009;289.0;1292051.0
17.0;TO;2010;327.0;1383445.0
17.0;TO;2011;361.0;1400892.0
17.0;TO;2012;379.0;1417694.0
17.0;TO;2013;349.0;1478164.0
17.0;TO;2014;381.0;1496880.0
17.0;TO;2015;503.0;1515126.0
17.0;TO;2016;577.0;1532902.0
17.0;TO;2017;557.0;1550194.0
17.0;TO;2018;570.0;1555229.0
17.0;TO;2019;456.0;1572866.0
17.0;TO;2020;484.0;1590248.0
17.0;TO;2021;441.0;1607363.0
17.0;TO;2022;454.0;1511460.0
17.0;TO;2023;419.0;1511460.0
;TO;2024;;1577342.0
;TO;2025;;1586859.0
;;2025;;5877.0
